Date,Day_of_Week,Holiday_Indicator,Sales
2017-03-03,Friday,0,603
2017-03-04,Saturday,0,385
2017-03-05,Sunday,0,360
2017-03-06,Monday,0,622
2017-03-07,Tuesday,0,582
2017-03-08,Wednesday,0,658
2017-03-09,Thursday,0,600
2017-03-10,Friday,0,527
2017-03-11,Saturday,0,383
2017-03-12,Sunday,0,360
2017-03-13,Monday,1,827
2017-03-14,Tuesday,0,549
2017-03-15,Wednesday,0,594
2017-03-16,Thursday,0,603
2017-03-17,Friday,0,588
2017-03-18,Saturday,0,347
2017-03-19,Sunday,0,393
2017-03-20,Monday,0,639
2017-03-21,Tuesday,0,588
2017-03-22,Wednesday,0,631
2017-03-23,Thursday,0,517
2017-03-24,Friday,0,600
2017-03-25,Saturday,0,397
2017-03-26,Sunday,0,329
2017-03-27,Monday,0,528
2017-03-28,Tuesday,0,539
2017-03-29,Wednesday,0,514
2017-03-30,Thursday,0,531
2017-03-31,Friday,0,555
2017-04-01,Saturday,0,200
2017-04-02,Sunday,0,233
2017-04-03,Monday,0,435
2017-04-04,Tuesday,0,363
2017-04-05,Wednesday,0,460
2017-04-06,Thursday,0,420
2017-04-07,Friday,0,440
2017-04-08,Saturday,0,217
2017-04-09,Sunday,1,379
2017-04-10,Monday,0,355
2017-04-11,Tuesday,0,435
2017-04-12,Wednesday,0,406
2017-04-13,Thursday,0,421
2017-04-14,Friday,1,528
2017-04-15,Saturday,0,212
2017-04-16,Sunday,1,370
2017-04-17,Monday,0,361
2017-04-18,Tuesday,0,418
2017-04-19,Wednesday,0,344
2017-04-20,Thursday,0,433
2017-04-21,Friday,0,350
2017-04-22,Saturday,0,245
2017-04-23,Sunday,0,247
2017-04-24,Monday,0,371
2017-04-25,Tuesday,0,422
2017-04-26,Wednesday,0,410
2017-04-27,Thursday,0,378
2017-04-28,Friday,0,359
2017-04-29,Saturday,0,187
2017-04-30,Sunday,0,241
2017-05-01,Monday,1,449
2017-05-02,Tuesday,0,358
2017-05-03,Wednesday,0,345
2017-05-04,Thursday,0,379
2017-05-05,Friday,0,344
2017-05-06,Saturday,0,200
2017-05-07,Sunday,0,222
2017-05-08,Monday,0,367
2017-05-09,Tuesday,0,366
2017-05-10,Wednesday,0,371
2017-05-11,Thursday,0,300
2017-05-12,Friday,0,382
2017-05-13,Saturday,0,219
2017-05-14,Sunday,0,186
2017-05-15,Monday,0,346
2017-05-16,Tuesday,0,353
2017-05-17,Wednesday,0,350
2017-05-18,Thursday,0,367
2017-05-19,Friday,0,406
2017-05-20,Saturday,0,229
2017-05-21,Sunday,0,180
2017-05-22,Monday,0,377
2017-05-23,Tuesday,0,402
2017-05-24,Wednesday,0,368
2017-05-25,Thursday,0,393
2017-05-26,Friday,0,426
2017-05-27,Saturday,0,228
2017-05-28,Sunday,0,212
2017-05-29,Monday,0,392
2017-05-30,Tuesday,0,360
2017-05-31,Wednesday,0,356
2017-06-01,Thursday,0,299
2017-06-02,Friday,0,359
2017-06-03,Saturday,0,166
2017-06-04,Sunday,1,313
2017-06-05,Monday,0,326
2017-06-06,Tuesday,0,267
2017-06-07,Wednesday,0,322
2017-06-08,Thursday,0,245
2017-06-09,Friday,0,330
2017-06-10,Saturday,0,197
2017-06-11,Sunday,0,170
2017-06-12,Monday,0,314
2017-06-13,Tuesday,0,371
2017-06-14,Wednesday,0,295
2017-06-15,Thursday,0,277
2017-06-16,Friday,0,356
2017-06-17,Saturday,0,216
2017-06-18,Sunday,0,181
2017-06-19,Monday,0,342
2017-06-20,Tuesday,0,352
2017-06-21,Wednesday,0,287
2017-06-22,Thursday,0,295
2017-06-23,Friday,0,349
2017-06-24,Saturday,0,211
2017-06-25,Sunday,1,287
2017-06-26,Monday,1,425
2017-06-27,Tuesday,0,372
2017-06-28,Wednesday,0,294
2017-06-29,Thursday,0,300
2017-06-30,Friday,0,321
2017-07-01,Saturday,0,269
2017-07-02,Sunday,0,253
2017-07-03,Monday,0,416
2017-07-04,Tuesday,0,418
2017-07-05,Wednesday,0,401
2017-07-06,Thursday,0,421
2017-07-07,Friday,0,298
2017-07-08,Saturday,0,226
2017-07-09,Sunday,0,238
2017-07-10,Monday,0,353
2017-07-11,Tuesday,0,415
2017-07-12,Wednesday,0,391
2017-07-13,Thursday,0,469
2017-07-14,Friday,0,462
2017-07-15,Saturday,0,222
2017-07-16,Sunday,0,229
2017-07-17,Monday,0,396
2017-07-18,Tuesday,0,381
2017-07-19,Wednesday,0,407
2017-07-20,Thursday,0,369
2017-07-21,Friday,0,354
2017-07-22,Saturday,0,247
2017-07-23,Sunday,0,247
2017-07-24,Monday,0,367
2017-07-25,Tuesday,0,435
2017-07-26,Wednesday,0,374
2017-07-27,Thursday,0,409
2017-07-28,Friday,0,432
2017-07-29,Saturday,0,232
2017-07-30,Sunday,0,243
2017-07-31,Monday,0,378
2017-08-01,Tuesday,0,435
2017-08-02,Wednesday,0,434
2017-08-03,Thursday,0,410
2017-08-04,Friday,0,436
2017-08-05,Saturday,0,218
2017-08-06,Sunday,0,246
2017-08-07,Monday,0,431
2017-08-08,Tuesday,0,432
2017-08-09,Wednesday,0,433
2017-08-10,Thursday,0,441
2017-08-11,Friday,0,465
2017-08-12,Saturday,0,281
2017-08-13,Sunday,0,242
2017-08-14,Monday,0,390
2017-08-15,Tuesday,1,596
2017-08-16,Wednesday,0,422
2017-08-17,Thursday,0,428
2017-08-18,Friday,0,409
2017-08-19,Saturday,0,225
2017-08-20,Sunday,0,247
2017-08-21,Monday,0,452
2017-08-22,Tuesday,0,470
2017-08-23,Wednesday,0,419
2017-08-24,Thursday,0,425
2017-08-25,Friday,0,402
2017-08-26,Saturday,0,258
2017-08-27,Sunday,0,237
2017-08-28,Monday,0,469
2017-08-29,Tuesday,0,364
2017-08-30,Wednesday,0,428
2017-08-31,Thursday,0,457
2017-09-01,Friday,1,746
2017-09-02,Saturday,1,542
2017-09-03,Sunday,0,294
2017-09-04,Monday,0,439
2017-09-05,Tuesday,0,483
2017-09-06,Wednesday,0,401
2017-09-07,Thursday,0,484
2017-09-08,Friday,0,447
2017-09-09,Saturday,0,310
2017-09-10,Sunday,0,269
2017-09-11,Monday,0,482
2017-09-12,Tuesday,0,457
2017-09-13,Wednesday,0,573
2017-09-14,Thursday,0,472
2017-09-15,Friday,0,577
2017-09-16,Saturday,0,308
2017-09-17,Sunday,0,298
2017-09-18,Monday,0,506
2017-09-19,Tuesday,0,507
2017-09-20,Wednesday,0,394
2017-09-21,Thursday,0,474
2017-09-22,Friday,0,529
2017-09-23,Saturday,0,283
2017-09-24,Sunday,0,244
2017-09-25,Monday,0,485
2017-09-26,Tuesday,0,571
2017-09-27,Wednesday,0,549
2017-09-28,Thursday,0,485
2017-09-29,Friday,0,534
2017-09-30,Saturday,1,411
2017-10-01,Sunday,0,300
2017-10-02,Monday,1,846
2017-10-03,Tuesday,0,718
2017-10-04,Wednesday,0,604
2017-10-05,Thursday,0,606
2017-10-06,Friday,0,602
2017-10-07,Saturday,0,431
2017-10-08,Sunday,0,421
2017-10-09,Monday,0,759
2017-10-10,Tuesday,0,611
2017-10-11,Wednesday,0,639
2017-10-12,Thursday,0,527
2017-10-13,Friday,0,713
2017-10-14,Saturday,0,320
2017-10-15,Sunday,0,370
2017-10-16,Monday,0,553
2017-10-17,Tuesday,0,584
2017-10-18,Wednesday,0,569
2017-10-19,Thursday,1,875
2017-10-20,Friday,0,588
2017-10-21,Saturday,0,342
2017-10-22,Sunday,0,392
2017-10-23,Monday,0,552
2017-10-24,Tuesday,0,635
2017-10-25,Wednesday,0,697
2017-10-26,Thursday,0,589
2017-10-27,Friday,0,576
2017-10-28,Saturday,0,354
2017-10-29,Sunday,0,405
2017-10-30,Monday,0,633
2017-10-31,Tuesday,0,588
2017-11-01,Wednesday,0,698
2017-11-02,Thursday,0,592
2017-11-03,Friday,0,711
2017-11-04,Saturday,0,404
2017-11-05,Sunday,0,376
2017-11-06,Monday,0,610
2017-11-07,Tuesday,0,606
2017-11-08,Wednesday,0,701
2017-11-09,Thursday,0,747
2017-11-10,Friday,0,623
2017-11-11,Saturday,0,406
2017-11-12,Sunday,0,307
2017-11-13,Monday,0,627
2017-11-14,Tuesday,0,663
2017-11-15,Wednesday,0,605
2017-11-16,Thursday,0,603
2017-11-17,Friday,0,621
2017-11-18,Saturday,0,399
2017-11-19,Sunday,0,381
2017-11-20,Monday,0,516
2017-11-21,Tuesday,0,524
2017-11-22,Wednesday,0,625
2017-11-23,Thursday,0,696
2017-11-24,Friday,0,483
2017-11-25,Saturday,0,369
2017-11-26,Sunday,0,368
2017-11-27,Monday,0,758
2017-11-28,Tuesday,0,640
2017-11-29,Wednesday,0,691
2017-11-30,Thursday,1,1000
2017-12-01,Friday,0,559
2017-12-02,Saturday,0,446
2017-12-03,Sunday,0,423
2017-12-04,Monday,0,746
2017-12-05,Tuesday,0,989
2017-12-06,Wednesday,0,562
2017-12-07,Thursday,0,832
2017-12-08,Friday,0,689
2017-12-09,Saturday,0,426
2017-12-10,Sunday,0,412
2017-12-11,Monday,0,680
2017-12-12,Tuesday,0,669
2017-12-13,Wednesday,0,733
2017-12-14,Thursday,0,602
2017-12-15,Friday,0,763
2017-12-16,Saturday,0,397
2017-12-17,Sunday,0,367
2017-12-18,Monday,0,678
2017-12-19,Tuesday,0,799
2017-12-20,Wednesday,0,672
2017-12-21,Thursday,0,735
2017-12-22,Friday,0,658
2017-12-23,Saturday,0,445
2017-12-24,Sunday,0,442
2017-12-25,Monday,1,1000
2017-12-26,Tuesday,0,697
2017-12-27,Wednesday,0,757
2017-12-28,Thursday,0,717
2017-12-29,Friday,0,802
2017-12-30,Saturday,0,384
2017-12-31,Sunday,0,445
2018-01-01,Monday,0,536
2018-01-02,Tuesday,0,543
2018-01-03,Wednesday,0,552
2018-01-04,Thursday,0,561
2018-01-05,Friday,0,540
2018-01-06,Saturday,0,326
2018-01-07,Sunday,0,369
2018-01-08,Monday,0,601
2018-01-09,Tuesday,0,594
2018-01-10,Wednesday,0,522
2018-01-11,Thursday,0,498
2018-01-12,Friday,0,599
2018-01-13,Saturday,0,347
2018-01-14,Sunday,1,549
2018-01-15,Monday,0,514
2018-01-16,Tuesday,0,534
2018-01-17,Wednesday,0,457
2018-01-18,Thursday,0,525
2018-01-19,Friday,0,601
2018-01-20,Saturday,0,304
2018-01-21,Sunday,0,339
2018-01-22,Monday,0,536
2018-01-23,Tuesday,0,564
2018-01-24,Wednesday,0,484
2018-01-25,Thursday,0,551
2018-01-26,Friday,1,575
2018-01-27,Saturday,0,313
2018-01-28,Sunday,0,267
2018-01-29,Monday,0,613
2018-01-30,Tuesday,0,589
2018-01-31,Wednesday,0,572
2018-02-01,Thursday,0,577
2018-02-02,Friday,0,454
2018-02-03,Saturday,0,343
2018-02-04,Sunday,0,319
2018-02-05,Monday,0,489
2018-02-06,Tuesday,0,558
2018-02-07,Wednesday,0,446
2018-02-08,Thursday,0,460
2018-02-09,Friday,0,471
2018-02-10,Saturday,0,277
2018-02-11,Sunday,0,261
2018-02-12,Monday,0,562
2018-02-13,Tuesday,0,488
2018-02-14,Wednesday,0,519
2018-02-15,Thursday,0,472
2018-02-16,Friday,0,410
2018-02-17,Saturday,0,300
2018-02-18,Sunday,0,236
2018-02-19,Monday,0,498
2018-02-20,Tuesday,0,432
2018-02-21,Wednesday,0,601
2018-02-22,Thursday,0,547
2018-02-23,Friday,0,506
2018-02-24,Saturday,0,329
2018-02-25,Sunday,0,267
2018-02-26,Monday,0,528
2018-02-27,Tuesday,0,511
2018-02-28,Wednesday,0,514
2018-03-01,Thursday,0,668
2018-03-02,Friday,1,954
2018-03-03,Saturday,0,355
2018-03-04,Sunday,0,288
2018-03-05,Monday,0,535
2018-03-06,Tuesday,0,585
2018-03-07,Wednesday,0,598
2018-03-08,Thursday,0,525
2018-03-09,Friday,0,735
2018-03-10,Saturday,0,398
2018-03-11,Sunday,0,366
2018-03-12,Monday,0,597
2018-03-13,Tuesday,0,580
2018-03-14,Wednesday,0,536
2018-03-15,Thursday,0,597
2018-03-16,Friday,0,608
2018-03-17,Saturday,0,302
2018-03-18,Sunday,0,357
2018-03-19,Monday,0,583
2018-03-20,Tuesday,0,479
2018-03-21,Wednesday,0,541
2018-03-22,Thursday,0,568
2018-03-23,Friday,0,704
2018-03-24,Saturday,0,365
2018-03-25,Sunday,1,449
2018-03-26,Monday,0,621
2018-03-27,Tuesday,0,501
2018-03-28,Wednesday,0,656
2018-03-29,Thursday,0,564
2018-03-30,Friday,1,880
2018-03-31,Saturday,0,391
2018-04-01,Sunday,1,312
2018-04-02,Monday,0,353
2018-04-03,Tuesday,0,386
2018-04-04,Wednesday,0,453
2018-04-05,Thursday,0,348
2018-04-06,Friday,0,294
2018-04-07,Saturday,0,228
2018-04-08,Sunday,0,252
2018-04-09,Monday,0,459
2018-04-10,Tuesday,0,391
2018-04-11,Wednesday,0,393
2018-04-12,Thursday,0,457
2018-04-13,Friday,0,333
2018-04-14,Saturday,0,230
2018-04-15,Sunday,0,243
2018-04-16,Monday,0,428
2018-04-17,Tuesday,0,389
2018-04-18,Wednesday,0,411
2018-04-19,Thursday,0,308
2018-04-20,Friday,0,383
2018-04-21,Saturday,0,250
2018-04-22,Sunday,0,215
2018-04-23,Monday,0,412
2018-04-24,Tuesday,0,428
2018-04-25,Wednesday,0,396
2018-04-26,Thursday,0,417
2018-04-27,Friday,0,370
2018-04-28,Saturday,0,234
2018-04-29,Sunday,0,254
2018-04-30,Monday,0,416
2018-05-01,Tuesday,1,515
2018-05-02,Wednesday,0,372
2018-05-03,Thursday,0,390
2018-05-04,Friday,0,290
2018-05-05,Saturday,0,237
2018-05-06,Sunday,0,205
2018-05-07,Monday,0,380
2018-05-08,Tuesday,0,408
2018-05-09,Wednesday,0,314
2018-05-10,Thursday,0,338
2018-05-11,Friday,0,354
2018-05-12,Saturday,0,196
2018-05-13,Sunday,0,249
2018-05-14,Monday,0,333
2018-05-15,Tuesday,0,344
2018-05-16,Wednesday,0,372
2018-05-17,Thursday,0,320
2018-05-18,Friday,0,350
2018-05-19,Saturday,0,219
2018-05-20,Sunday,1,308
2018-05-21,Monday,0,361
2018-05-22,Tuesday,0,345
2018-05-23,Wednesday,0,309
2018-05-24,Thursday,0,376
2018-05-25,Friday,0,428
2018-05-26,Saturday,0,213
2018-05-27,Sunday,0,217
2018-05-28,Monday,0,390
2018-05-29,Tuesday,0,318
2018-05-30,Wednesday,0,426
2018-05-31,Thursday,0,372
2018-06-01,Friday,0,371
2018-06-02,Saturday,0,172
2018-06-03,Sunday,0,220
2018-06-04,Monday,0,343
2018-06-05,Tuesday,0,336
2018-06-06,Wednesday,0,326
2018-06-07,Thursday,0,311
2018-06-08,Friday,0,357
2018-06-09,Saturday,0,188
2018-06-10,Sunday,0,149
2018-06-11,Monday,0,283
2018-06-12,Tuesday,0,313
2018-06-13,Wednesday,0,329
2018-06-14,Thursday,0,317
2018-06-15,Friday,1,537
2018-06-16,Saturday,1,224
2018-06-17,Sunday,0,188
2018-06-18,Monday,0,261
2018-06-19,Tuesday,0,343
2018-06-20,Wednesday,0,316
2018-06-21,Thursday,0,332
2018-06-22,Friday,0,291
2018-06-23,Saturday,0,210
2018-06-24,Sunday,0,205
2018-06-25,Monday,0,337
2018-06-26,Tuesday,0,315
2018-06-27,Wednesday,0,337
2018-06-28,Thursday,0,296
2018-06-29,Friday,0,346
2018-06-30,Saturday,0,216
2018-07-01,Sunday,0,265
2018-07-02,Monday,0,380
2018-07-03,Tuesday,0,425
2018-07-04,Wednesday,0,357
2018-07-05,Thursday,0,433
2018-07-06,Friday,0,428
2018-07-07,Saturday,0,194
2018-07-08,Sunday,0,211
2018-07-09,Monday,0,398
2018-07-10,Tuesday,0,398
2018-07-11,Wednesday,0,360
2018-07-12,Thursday,0,426
2018-07-13,Friday,0,420
2018-07-14,Saturday,0,234
2018-07-15,Sunday,0,221
2018-07-16,Monday,0,453
2018-07-17,Tuesday,0,478
2018-07-18,Wednesday,0,390
2018-07-19,Thursday,0,385
2018-07-20,Friday,0,430
2018-07-21,Saturday,0,230
2018-07-22,Sunday,0,236
2018-07-23,Monday,0,440
2018-07-24,Tuesday,0,332
2018-07-25,Wednesday,0,464
2018-07-26,Thursday,0,413
2018-07-27,Friday,0,393
2018-07-28,Saturday,0,237
2018-07-29,Sunday,0,238
2018-07-30,Monday,0,339
2018-07-31,Tuesday,0,471
2018-08-01,Wednesday,0,457
2018-08-02,Thursday,0,476
2018-08-03,Friday,0,499
2018-08-04,Saturday,0,238
2018-08-05,Sunday,0,278
2018-08-06,Monday,0,443
2018-08-07,Tuesday,0,494
2018-08-08,Wednesday,0,358
2018-08-09,Thursday,0,451
2018-08-10,Friday,0,428
2018-08-11,Saturday,0,277
2018-08-12,Sunday,0,278
2018-08-13,Monday,0,423
2018-08-14,Tuesday,0,423
2018-08-15,Wednesday,1,676
2018-08-16,Thursday,0,415
2018-08-17,Friday,0,494
2018-08-18,Saturday,0,256
2018-08-19,Sunday,0,188
2018-08-20,Monday,0,438
2018-08-21,Tuesday,1,612
2018-08-22,Wednesday,1,572
2018-08-23,Thursday,0,399
2018-08-24,Friday,0,460
2018-08-25,Saturday,0,301
2018-08-26,Sunday,0,274
2018-08-27,Monday,0,428
2018-08-28,Tuesday,0,476
2018-08-29,Wednesday,0,435
2018-08-30,Thursday,0,424
2018-08-31,Friday,0,403
2018-09-01,Saturday,0,241
2018-09-02,Sunday,0,281
2018-09-03,Monday,0,509
2018-09-04,Tuesday,0,496
2018-09-05,Wednesday,0,480
2018-09-06,Thursday,0,454
2018-09-07,Friday,0,532
2018-09-08,Saturday,0,254
2018-09-09,Sunday,0,315
2018-09-10,Monday,0,451
2018-09-11,Tuesday,0,463
2018-09-12,Wednesday,0,428
2018-09-13,Thursday,0,476
2018-09-14,Friday,0,550
2018-09-15,Saturday,0,307
2018-09-16,Sunday,0,321
2018-09-17,Monday,0,527
2018-09-18,Tuesday,0,446
2018-09-19,Wednesday,0,485
2018-09-20,Thursday,1,693
2018-09-21,Friday,0,568
2018-09-22,Saturday,0,257
2018-09-23,Sunday,0,318
2018-09-24,Monday,0,546
2018-09-25,Tuesday,0,593
2018-09-26,Wednesday,0,481
2018-09-27,Thursday,0,537
2018-09-28,Friday,0,616
2018-09-29,Saturday,0,274
2018-09-30,Sunday,0,247
2018-10-01,Monday,0,518
2018-10-02,Tuesday,1,1000
2018-10-03,Wednesday,0,518
2018-10-04,Thursday,0,614
2018-10-05,Friday,0,666
2018-10-06,Saturday,0,379
2018-10-07,Sunday,0,388
2018-10-08,Monday,0,652
2018-10-09,Tuesday,0,720
2018-10-10,Wednesday,0,577
2018-10-11,Thursday,0,595
2018-10-12,Friday,0,589
2018-10-13,Saturday,0,403
2018-10-14,Sunday,0,405
2018-10-15,Monday,0,667
2018-10-16,Tuesday,0,713
2018-10-17,Wednesday,0,563
2018-10-18,Thursday,0,744
2018-10-19,Friday,0,735
2018-10-20,Saturday,0,399
2018-10-21,Sunday,0,438
2018-10-22,Monday,0,532
2018-10-23,Tuesday,0,604
2018-10-24,Wednesday,0,591
2018-10-25,Thursday,0,684
2018-10-26,Friday,0,571
2018-10-27,Saturday,0,400
2018-10-28,Sunday,0,423
2018-10-29,Monday,0,682
2018-10-30,Tuesday,0,656
2018-10-31,Wednesday,0,575
2018-11-01,Thursday,0,626
2018-11-02,Friday,0,769
2018-11-03,Saturday,0,430
2018-11-04,Sunday,0,397
2018-11-05,Monday,0,655
2018-11-06,Tuesday,0,545
2018-11-07,Wednesday,1,916
2018-11-08,Thursday,0,814
2018-11-09,Friday,0,596
2018-11-10,Saturday,0,406
2018-11-11,Sunday,0,439
2018-11-12,Monday,0,598
2018-11-13,Tuesday,0,696
2018-11-14,Wednesday,0,748
2018-11-15,Thursday,0,684
2018-11-16,Friday,0,880
2018-11-17,Saturday,0,332
2018-11-18,Sunday,0,441
2018-11-19,Monday,0,672
2018-11-20,Tuesday,1,1000
2018-11-21,Wednesday,0,714
2018-11-22,Thursday,0,633
2018-11-23,Friday,0,699
2018-11-24,Saturday,0,324
2018-11-25,Sunday,0,423
2018-11-26,Monday,0,704
2018-11-27,Tuesday,0,727
2018-11-28,Wednesday,0,756
2018-11-29,Thursday,0,709
2018-11-30,Friday,0,694
2018-12-01,Saturday,0,388
2018-12-02,Sunday,0,395
2018-12-03,Monday,0,816
2018-12-04,Tuesday,0,834
2018-12-05,Wednesday,0,712
2018-12-06,Thursday,0,732
2018-12-07,Friday,0,663
2018-12-08,Saturday,0,475
2018-12-09,Sunday,0,453
2018-12-10,Monday,0,871
2018-12-11,Tuesday,0,665
2018-12-12,Wednesday,0,702
2018-12-13,Thursday,0,746
2018-12-14,Friday,0,776
2018-12-15,Saturday,0,416
2018-12-16,Sunday,0,388
2018-12-17,Monday,0,793
2018-12-18,Tuesday,0,782
2018-12-19,Wednesday,0,662
2018-12-20,Thursday,0,828
2018-12-21,Friday,0,814
2018-12-22,Saturday,0,431
2018-12-23,Sunday,0,428
2018-12-24,Monday,0,770
2018-12-25,Tuesday,1,1000
2018-12-26,Wednesday,0,731
2018-12-27,Thursday,0,572
2018-12-28,Friday,0,793
2018-12-29,Saturday,0,359
2018-12-30,Sunday,0,489
2018-12-31,Monday,0,705
2019-01-01,Tuesday,0,549
2019-01-02,Wednesday,0,526
2019-01-03,Thursday,0,545
2019-01-04,Friday,0,641
2019-01-05,Saturday,0,246
2019-01-06,Sunday,0,369
2019-01-07,Monday,0,580
2019-01-08,Tuesday,0,493
2019-01-09,Wednesday,0,501
2019-01-10,Thursday,0,655
2019-01-11,Friday,0,508
2019-01-12,Saturday,0,289
2019-01-13,Sunday,0,364
2019-01-14,Monday,1,870
2019-01-15,Tuesday,0,508
2019-01-16,Wednesday,0,573
2019-01-17,Thursday,0,503
2019-01-18,Friday,0,623
2019-01-19,Saturday,0,362
2019-01-20,Sunday,0,345
2019-01-21,Monday,0,581
2019-01-22,Tuesday,0,660
2019-01-23,Wednesday,0,561
2019-01-24,Thursday,0,495
2019-01-25,Friday,0,586
2019-01-26,Saturday,1,593
2019-01-27,Sunday,0,294
2019-01-28,Monday,0,541
2019-01-29,Tuesday,0,584
2019-01-30,Wednesday,0,558
2019-01-31,Thursday,0,506
2019-02-01,Friday,0,572
2019-02-02,Saturday,0,369
2019-02-03,Sunday,0,306
2019-02-04,Monday,0,468
2019-02-05,Tuesday,0,435
2019-02-06,Wednesday,0,528
2019-02-07,Thursday,0,571
2019-02-08,Friday,0,539
2019-02-09,Saturday,0,300
2019-02-10,Sunday,0,282
2019-02-11,Monday,0,458
2019-02-12,Tuesday,0,557
2019-02-13,Wednesday,0,561
2019-02-14,Thursday,0,435
2019-02-15,Friday,0,596
2019-02-16,Saturday,0,317
2019-02-17,Sunday,0,342
2019-02-18,Monday,0,445
2019-02-19,Tuesday,0,444
2019-02-20,Wednesday,0,507
2019-02-21,Thursday,0,540
2019-02-22,Friday,0,607
2019-02-23,Saturday,0,321
2019-02-24,Sunday,0,293
2019-02-25,Monday,0,461
2019-02-26,Tuesday,0,578
2019-02-27,Wednesday,0,465
2019-02-28,Thursday,0,598
2019-03-01,Friday,0,591
2019-03-02,Saturday,0,411
2019-03-03,Sunday,0,378
2019-03-04,Monday,0,600
2019-03-05,Tuesday,0,576
2019-03-06,Wednesday,0,587
2019-03-07,Thursday,0,634
2019-03-08,Friday,0,613
2019-03-09,Saturday,0,333
2019-03-10,Sunday,0,349
2019-03-11,Monday,0,613
2019-03-12,Tuesday,0,478
2019-03-13,Wednesday,0,636
2019-03-14,Thursday,0,548
2019-03-15,Friday,0,538
2019-03-16,Saturday,0,295
2019-03-17,Sunday,0,291
2019-03-18,Monday,0,525
2019-03-19,Tuesday,0,565
2019-03-20,Wednesday,0,727
2019-03-21,Thursday,1,864
2019-03-22,Friday,0,619
2019-03-23,Saturday,0,369
2019-03-24,Sunday,0,359
2019-03-25,Monday,0,603
2019-03-26,Tuesday,0,535
2019-03-27,Wednesday,0,696
2019-03-28,Thursday,0,718
2019-03-29,Friday,0,506
2019-03-30,Saturday,0,318
2019-03-31,Sunday,0,344
2019-04-01,Monday,0,380
2019-04-02,Tuesday,0,442
2019-04-03,Wednesday,0,390
2019-04-04,Thursday,0,512
2019-04-05,Friday,0,471
2019-04-06,Saturday,0,250
2019-04-07,Sunday,0,270
2019-04-08,Monday,0,467
2019-04-09,Tuesday,0,397
2019-04-10,Wednesday,0,386
2019-04-11,Thursday,0,424
2019-04-12,Friday,0,457
2019-04-13,Saturday,0,249
2019-04-14,Sunday,1,310
2019-04-15,Monday,0,387
2019-04-16,Tuesday,0,418
2019-04-17,Wednesday,0,418
2019-04-18,Thursday,0,504
2019-04-19,Friday,1,544
2019-04-20,Saturday,0,258
2019-04-21,Sunday,1,423
2019-04-22,Monday,0,516
2019-04-23,Tuesday,0,404
2019-04-24,Wednesday,0,441
2019-04-25,Thursday,0,445
2019-04-26,Friday,0,429
2019-04-27,Saturday,0,243
2019-04-28,Sunday,0,256
2019-04-29,Monday,0,314
2019-04-30,Tuesday,0,449
2019-05-01,Wednesday,1,568
2019-05-02,Thursday,0,366
2019-05-03,Friday,0,451
2019-05-04,Saturday,0,203
2019-05-05,Sunday,0,209
2019-05-06,Monday,0,448
2019-05-07,Tuesday,0,343
2019-05-08,Wednesday,0,353
2019-05-09,Thursday,0,368
2019-05-10,Friday,0,405
2019-05-11,Saturday,0,222
2019-05-12,Sunday,0,190
2019-05-13,Monday,0,354
2019-05-14,Tuesday,0,351
2019-05-15,Wednesday,0,371
2019-05-16,Thursday,0,390
2019-05-17,Friday,0,390
2019-05-18,Saturday,0,179
2019-05-19,Sunday,0,241
2019-05-20,Monday,0,383
2019-05-21,Tuesday,0,426
2019-05-22,Wednesday,0,391
2019-05-23,Thursday,0,415
2019-05-24,Friday,0,391
2019-05-25,Saturday,0,247
2019-05-26,Sunday,0,229
2019-05-27,Monday,0,370
2019-05-28,Tuesday,0,459
2019-05-29,Wednesday,0,407
2019-05-30,Thursday,0,395
2019-05-31,Friday,0,326
2019-06-01,Saturday,0,166
2019-06-02,Sunday,0,196
2019-06-03,Monday,0,332
2019-06-04,Tuesday,1,461
2019-06-05,Wednesday,1,498
2019-06-06,Thursday,0,379
2019-06-07,Friday,0,350
2019-06-08,Saturday,0,169
2019-06-09,Sunday,1,283
2019-06-10,Monday,0,301
2019-06-11,Tuesday,0,314
2019-06-12,Wednesday,0,314
2019-06-13,Thursday,0,311
2019-06-14,Friday,0,286
2019-06-15,Saturday,0,188
2019-06-16,Sunday,0,180
2019-06-17,Monday,0,231
2019-06-18,Tuesday,0,394
2019-06-19,Wednesday,0,363
2019-06-20,Thursday,0,315
2019-06-21,Friday,0,328
2019-06-22,Saturday,0,168
2019-06-23,Sunday,0,223
2019-06-24,Monday,0,389
2019-06-25,Tuesday,0,332
2019-06-26,Wednesday,0,361
2019-06-27,Thursday,0,333
2019-06-28,Friday,0,283
2019-06-29,Saturday,0,183
2019-06-30,Sunday,0,193
2019-07-01,Monday,0,402
2019-07-02,Tuesday,0,411
2019-07-03,Wednesday,0,417
2019-07-04,Thursday,0,417
2019-07-05,Friday,0,423
2019-07-06,Saturday,0,219
2019-07-07,Sunday,0,228
2019-07-08,Monday,0,367
2019-07-09,Tuesday,0,462
2019-07-10,Wednesday,0,332
2019-07-11,Thursday,0,469
2019-07-12,Friday,0,479
2019-07-13,Saturday,0,238
2019-07-14,Sunday,0,181
2019-07-15,Monday,0,405
2019-07-16,Tuesday,0,418
2019-07-17,Wednesday,0,378
2019-07-18,Thursday,0,399
2019-07-19,Friday,0,485
2019-07-20,Saturday,0,262
2019-07-21,Sunday,0,222
2019-07-22,Monday,0,353
2019-07-23,Tuesday,0,407
